Protein,aWT,aWT2,a15G,a15G,a16G,a16G,a15_blank,a15_blank,bWT,bWT2,b5G,b5G,b8G,b8G,b10G,b10G
M1LF25,0.9639846204459727,1.0360153795540272,1.151918276219832,1.2065498169296882,1.2008113583373174,1.539357907821294,0.9345451146958573,1.7024534324599658,0.8450031061821935,1.1549968938178063,1.3050663517703713,1.0083864277142367,1.1622018336994286,0.9874570342977473,1.1248843215362656,2.5238688347114864
M1LF40,1.0022156511653948,0.9977843488346049,0.8600867180753942,0.8549449312358767,1.13159392055553,1.159033485812891,0.9851354827077663,1.1866938648049798,1.0375505887677197,0.9624494112322806,0.9032205857060766,0.7230344322071194,1.0821993021607543,0.9271543860989772,0.9889569868817496,0.686861851955082
M1LF52,1.1241927704145487,0.8758072295854513,0.9288942655262004,0.9075531040725617,1.0634484242955913,1.0159407297508753,1.156234845344274,0.8268341731672081,1.05015753486894,0.94984246513106,0.8507626013700321,0.5767856286607511,1.1096980428957988,0.9727986311881874,0.901285195155526,0.6279906009811699
M1LF88,1.0015014454937832,0.9984985545062167,1.0486486834864968,0.9911606772645504,0.9624715287429076,1.032783407168383,0.9902742429592586,0.955299381628543,1.0508953923436708,0.9491046076563292,1.1233108956555036,0.9364550486563596,1.1157847983728655,0.9720953381635011,1.0721047744136718,0.529816179760872
M1LFJ8,1.0686899221244928,0.9313100778755071,0.9087478471847198,1.0563370093266167,1.0712540900996101,0.9210150343178357,0.9369370102255641,1.2965980857436539,1.1098313120155654,0.8901686879844347,0.9579014023072502,1.399263747359601,1.067230497642896,0.9418335503429003,0.9646868216289067,0.6965520561544113
M1LFK4,0.7839779569039447,1.2160220430960553,1.5598857190416524,0.9885886623639919,0.8728709504234622,0.7786057486315218,1.4182865511112137,1.5647949494285456,0.887192814599797,1.1128071854002026,1.2064363053483638,1.741554142599787,1.1087622870320066,1.0498400749118808,1.193291798840574,1.6616815846574262
M1LFK8,1.009873392223795,0.990126607776205,1.0088772270107662,0.9337304529163934,0.618663321351719,0.6302210917330314,0.7298362545130451,1.0330793813177805,1.0303701050142335,0.9696298949857665,0.6178693179405685,0.8364455315083577,0.8046170190830346,0.7043536910207956,0.7658659717420975,0.52241173094062
M1LG39,1.0159909715336641,0.9840090284663359,1.443386795519548,1.2028647101692531,1.2290708631072107,1.3323932251150434,1.1198327143266056,1.1327748480202235,1.05237678209185,0.9476232179081499,1.1314266233149386,0.42876337032903206,1.052354769254712,0.9690165576192675,0.9156676123046931,0.50826322357336
M1LG95,1.071598212092879,0.928401787907121,0.9181781503288933,0.9702594394506585,0.9492710538787309,0.9687464761937508,0.9674571899358293,1.0671598557291457,1.066332628048238,0.9336673719517622,0.9900088659657003,0.8476402935642708,0.9439986876803387,0.9168021369735879,0.9130909455754063,0.6390564278612203
M1LGC0,0.9920847843150346,1.0079152156849653,1.150316639005373,1.105800107721964,1.1562241195767495,1.181565513668513,1.2234982052916195,1.2018938536722406,1.0420110653943637,0.957988934605636,1.1948784591342034,1.0502888553058738,1.0392406801384828,1.0040799554075925,1.07761106019788,0.733488259832498
M1LGC8,1.0878436677770658,0.9121563322229342,1.0103587679828514,0.987492078835835,1.597791180202201,1.3474995484396644,1.386968459671905,1.3455780656519727,1.0849635389575787,0.9150364610424213,0.9430012111929292,0.8563390993809271,1.3591738688292876,1.1266743360626528,1.3321456077936593,0.7156572155087778
M1LGR9,1.03309006500411,0.9669099349958901,1.1276881686303373,1.0825895110326533,0.8433615282353546,0.812637464993611,1.0632290957701218,0.9499803574785665,1.039397741741159,0.9606022582588409,0.9938761777407684,0.9027141169822646,1.01554583037405,0.9074803137251016,1.0159564531626841,0.7271799545951924
M1LGT6,1.1423838692364943,0.8576161307635054,1.0455234039900885,0.8659781195944358,0.9846797338280665,0.6983538679391121,1.2247403592357384,0.5999820050605397,1.0282622637008518,0.9717377362991481,1.0177426801576686,3.782149950158674,1.0407181478366414,1.2473804194723592,1.1736146701888635,3.7151498642360705
M1LGX5,1.3303072821126691,0.669692717887331,0.6991347624229121,0.6757984896111815,0.7889225562513542,0.8196066996880745,0.8484302966887829,0.6821097898759229,1.2461202500018562,0.7538797499981438,0.899375610906096,0.7312816344585623,0.811485363117296,0.9632177720100586,1.0297831126249717,0.6554541921735983
M1LH25,0.9822980272476104,1.0177019727523897,1.0518521653932091,0.9679751549389023,1.0624595010065663,0.9462686725784586,1.0412796678925442,1.0687231960462653,1.0241911055414497,0.9758088944585502,1.0225236726270144,0.8882399279926169,1.0724589664955155,1.0567593041757224,1.0962835292536692,0.6928215554022212
M1LHD7,0.9015857886959743,1.0984142113040258,1.1713912842307568,0.9666743558988095,1.1239656399575424,1.0511986970855656,1.2544680171692597,1.311134128040384,0.965168858937277,1.0348311410627233,1.2317555245533995,0.8910148744444891,0.95371350974219,1.007391794991773,1.1460650645293686,0.8699775269186993
M1LHI3,1.1318081777924027,0.8681918222075973,1.1104744091289889,1.151859501921578,0.9507433285804977,0.900296353981233,1.1377738373000341,1.02983014343344,1.150526510771305,0.8494734892286951,0.8888915824807598,0.6829248199163396,0.8227838028529824,0.7605415950819374,0.9616858889975068,0.7152259056647818
M1LHL7,1.0115240083039565,0.9884759916960434,0.9738329413349779,1.1374650337119274,0.8864447693536689,1.0648485782333885,0.8420571144674344,1.1615645823348277,1.0218995803663125,0.9781004196336875,1.0566538958953728,1.0226735136677916,1.051832743541678,1.060094655289542,1.010599551640571,0.7296847583235664
M1LHP6,1.034218445399909,0.965781554600091,1.2942400740514484,1.3240723334383486,1.7857910482943244,1.8192515969732503,1.3843252716182404,1.4518493762366027,0.9073539003042104,1.0926460996957896,1.3587188929651572,1.989663939452611,1.1254773756847944,1.4229767544173384,1.4191207283964233,2.2225993762437213
M1LHS1,0.8044867380505875,1.1955132619494124,0.8721950031809517,0.9451187474775646,1.016261587561119,0.7110103992509322,1.1564657176912299,0.5192459388312912,0.9755446259910925,1.0244553740089075,1.0861590933958991,1.8730674888309358,1.1372838917756092,1.1132543892323754,0.9809365161557408,2.9193807262159046
M1LHZ2,0.8959939277868898,1.10400607221311,1.3435317671590878,1.4101181777381788,1.188401998711059,0.866295292692459,1.2877486217581153,0.8784244551039563,0.9418333585539148,1.058166641446085,1.2068530615423485,1.5304667951664979,1.3424562844603085,1.259151863329977,1.3054226240526883,3.6269348223919375
M1LHZ9,0.8756328717595717,1.1243671282404286,1.1228626212197976,1.0784792390050568,1.2551906162062745,1.3165410392208792,0.9356358303855749,0.8092316201334767,0.9497316605403178,1.0502683394596823,0.9496345280959066,0.8910252050574622,1.1284774686083217,1.1430124087764728,0.9433872492262821,1.0367672509207968
M1LIB8,1.0428232122444556,0.9571767877555444,1.2384602481180302,1.2252782275292773,0.9477539899322461,0.8588659956480797,0.95968756494594,1.2850019410041782,1.1614581559983463,0.8385418440016537,0.977952535358939,1.0626441514236338,0.9886416459051333,0.954581797309917,1.0627121637360917,0.6113059711797917
M1LID4,0.9764668682124846,1.0235331317875154,1.0521302870597642,1.1072720429704674,1.1419529280830476,1.0178291606773358,0.9599188208018969,1.1165961588434383,0.9867548119848248,1.0132451880151752,0.8355214267731473,0.5711199030447093,1.0703098828660476,0.8364425994820852,0.9622787522105988,0.5662322135653479
M1LIF6,0.845673828189418,1.1543261718105822,1.1203535758389043,1.1794293340300617,1.0804808871970648,1.250652334204327,0.994180355788745,1.1184638684553867,0.8024356034865217,1.1975643965134786,1.0338339593793404,0.9933929801987518,1.1127036792409406,0.999671792038023,0.8599234029375332,0.6233071486114473
M1LIG6,0.8274001355191766,1.1725998644808233,0.8977141143278007,0.8481431297595673,1.7255786500847086,1.2382078278134347,0.9551785798845203,0.9961321011566757,0.9016924961721717,1.098307503827828,0.8476535501149287,0.8636009390253474,1.0745853412881252,1.037550920054291,0.9254083163707851,1.7616429485457668
M1LIJ5,0.9249809408375794,1.0750190591624202,1.0217283675410906,0.9431146483211862,1.0103925689253588,1.1528018565737297,0.8534243908124113,0.8452238925292577,0.9344047370133343,1.0655952629866656,1.0441962501256856,1.0005172382141119,0.908765086692092,0.8734349654438521,0.9186713329111535,0.7688992596413036
M1LIK7,0.959646379835501,1.0403536201644987,1.072559607453149,1.0308741370552479,1.1519901108865556,1.1344124303553194,0.8919587950624208,1.1738540324492974,0.9758877848681475,1.0241122151318522,1.0789998333958626,0.5270256367972126,0.9645900694331879,0.9967161801561472,0.9688989223366153,0.5492579008561892
M1LIL4,1.0360642276875487,0.9639357723124512,1.1762775219031154,1.0466713550590634,1.134635263825588,1.3514167253515934,1.1535048306166895,1.2935858656249672,0.9646213790967613,1.035378620903239,1.0626781392579134,0.7550747135254099,0.9771793086585765,1.157843327842205,1.1453748470847611,1.1383315215048684
M1LIM6,0.9725031924807711,1.027496807519229,1.0785351337745421,0.8057755862612009,1.0339422033980614,0.8915798866181689,1.066404140148951,0.88825552935743,1.0333835995506875,0.9666164004493125,1.0165154054736543,1.2110340290918309,0.9222120182391335,1.2655691330833179,1.521727619076853,2.475422755516433
M1LIN3,0.8716596434014787,1.1283403565985213,0.9535737618599083,1.026624939560034,1.2770122834678979,1.5542405336841838,1.0933450342794646,1.952214836545317,0.9554653995992941,1.0445346004007061,1.0694606471316026,1.0179692435204288,1.0448824705359545,0.8654255159313021,0.8682664793367079,0.5307649681451139
M1LIN7,1.0081438878812672,0.991856112118733,1.0379591119335592,0.9905068856721737,0.7184082220775927,0.8302782859876512,0.7515795249721812,0.946284932688721,1.048491781543646,0.9515082184563537,0.874973938307832,0.8632624655346641,0.8377866167880744,0.767434742509278,0.7741746834576131,0.582105751199325
M1LIQ7,1.005842092861503,0.9941579071384969,0.9132268884769834,0.8846739437997528,0.9986590253639688,0.9680782384871163,0.924996116891365,0.9985161757393645,1.0128338348022135,0.9871661651977864,0.8827047536187452,1.0913813424069276,0.9244391683994959,0.9373970372147254,0.8369976316522637,0.7950614611264838
M1LJ34,1.2845920735711411,0.7154079264288589,1.3825640941634316,0.8736895361343888,1.1538449539793296,1.2467361760128741,1.1207844309034276,1.3615580285891922,1.1857169591511463,0.814283040848854,0.9858688295532286,0.6309233343405218,0.7133330601805964,0.7337278979860793,0.9272423836991308,0.7220669313701498
M1LJ74,0.8587250721690755,1.1412749278309247,1.0516590574015794,1.0658725467629921,1.0184095303433458,1.0831127318182079,1.0880261360072678,1.7168211563397417,0.845047449149816,1.154952550850184,0.8742814069142371,1.1091587004768888,1.0107852889558055,0.6723569418280321,0.9646585493569325,0.9721494695873938
M1LJ84,1.1141186411422017,0.8858813588577983,1.2546604475508154,1.0621351662670209,1.0154428321983067,1.1393526095024311,1.1409143763246896,1.0453034601975641,1.0720192836772837,0.927980716322716,1.0701461772071938,1.078118959646864,1.09146594603635,1.1578344971183891,1.146290317002357,0.9627896266203045
M1LJC7,1.0073932659867249,0.9926067340132751,1.059358109144804,1.0562978780242598,1.0234598856004313,0.9992227001979587,0.9158257473169599,0.9988709151256371,0.9852477200950932,1.0147522799049071,0.9572935767705759,0.7454686346468306,0.8565129707906579,0.8668039066860193,0.8620621067593337,0.6027957062627642
M1LJI9,1.0308521433073903,0.9691478566926095,1.083765824693834,0.9010962293745874,1.009209885980212,1.0046962764727485,1.0509347272690437,0.9051308457029253,1.00607494374641,0.9939250562535898,1.1139315571141755,1.0489056290346623,0.9717412078250892,1.0447548729523768,1.2389778797057616,0.9008245563428121
M1LJN6,0.8985618168508519,1.1014381831491482,1.0018105829571677,1.1161672256537516,1.2789959092869745,1.0914568918600596,0.9578725299912174,1.3992328169969819,0.9700474379720605,1.0299525620279395,1.0838682183501613,0.8559868812738952,0.9747080258086869,0.9832660272960916,1.1520691005210248,0.9098707266168901
M1LJP6,1.0413081888520113,0.9586918111479891,1.0137249857768107,1.0570220750374764,1.0013892365502404,1.045797730835408,1.0671796511740677,0.9647286571120816,1.0518798645515055,0.9481201354484948,0.9197175377560229,1.2430009629004812,1.0190437076886023,1.017855601044933,0.9353990329921269,0.920755598153479
M1LK33,1.0916720077836801,0.90832799221632,0.890548404746328,0.9168835039222848,0.9620884963316303,0.7845589084818788,0.846808876854247,0.842552508022903,1.1253269349978483,0.8746730650021517,0.9267808628924339,0.8947126056003905,1.0567651019033306,0.8879963762323021,0.9369151637020239,0.5941407006567218
M1LK62,1.116121523702162,0.883878476297838,1.0548591971607075,1.178411225003074,0.798936477946544,0.969138910800857,0.8448049846316779,0.9544843036937078,0.9764071952003135,1.023592804799687,0.8686741740904406,1.1198229527671693,0.8964476904952284,0.8397019459614511,0.7901083321109921,1.6878766202803739
M1LK82,0.8812546233582602,1.11874537664174,1.1467993696408534,1.2231251795938933,1.245118701681588,1.4320685091245116,1.3184438971464176,1.1873334572111387,0.9586681315485663,1.0413318684514337,1.2087411648591522,1.556538853246673,1.081957253358921,1.1729436985676183,1.144280238903762,1.0694938850541573
M1LKB3,1.0015256841315374,0.9984743158684626,0.8113963563860335,1.0718447714331745,0.8719216591192535,1.201427452227118,1.1908412040253709,1.0728692794638024,0.8998522409740982,1.1001477590259017,1.1810264110794224,1.6387615981977646,1.1762447683574864,1.130814249960822,1.1249151782915499,2.6634879098251107
M1LKF5,1.1120748710847266,0.8879251289152733,0.9941763195179626,1.0382502988630349,0.7805619241123308,0.8082926108918518,1.2367853072510333,0.9775153795898742,1.0245613586727997,0.9754386413272003,1.115799513840029,0.8484172459318342,0.9824842709440805,0.8511734650841736,0.791017287700429,0.5816583462166653
M1LKK5,0.9842814612863009,1.015718538713699,1.4607829393523748,0.9796091805156422,0.8038845155926858,1.062844284638753,1.042989091024522,0.8791326391409705,1.0183130218997865,0.9816869781002135,1.2269972831950693,1.2461651365155682,0.8443477256859676,0.9871527879865625,1.0917023742242797,0.8346232255622927
M1LKN7,1.075063021361666,0.9249369786383338,1.2303022747729266,1.064987205776522,0.9766701879720332,0.8872947932737494,1.1133665187984296,0.8504926186673794,1.0396784176833687,0.9603215823166315,1.1580510441006042,0.6966718485068362,0.894177078640117,1.0514412006185772,1.2342949594152348,0.8426294547306727
M1LKW7,1.0163042633362498,0.9836957366637501,1.191381790249724,1.543314783328998,1.1225206115044233,0.8942743286733672,1.143537312805215,0.4003330044995867,1.229861290793454,0.7701387092065459,0.9715512279944151,0.7813863061412822,1.540336083168367,1.519145444347954,1.3313654924649956,0.629647183751051
M1LL05,1.001809624970866,0.9981903750291343,0.9340736704033561,0.8234291053542321,0.9260673101405884,1.0650317715121993,1.3591922066014823,1.902895061620966,0.8848409037289924,1.1151590962710076,1.4103380019904181,1.5185286707007963,1.0455702040474213,1.18145503352545,1.4771026874845332,1.1493452352381055
M1LLW4,1.0267158049455793,0.9732841950544208,1.2958675355866345,1.4059232047188932,1.2706316101533264,1.1868952552253609,1.5394747546607919,1.5851637295607417,1.0812474473044182,0.9187525526955819,1.1197757315983,1.248804430493703,1.1056750886986217,0.9741033260460249,1.3430976629831133,1.0891418784609774
M1LXS9,0.9652641680715884,1.0347358319284115,1.0551782877217741,1.4127731374794317,1.0171984872151854,0.966157710511133,0.8158190282274285,1.146851154982148,0.9818987950852412,1.0181012049147589,1.1178661014599882,1.4042728193369503,1.0214034219466293,0.9571407996694445,1.025696127186407,1.2445632665861452
M1LXV8,0.6562767769444859,1.343723223055514,1.347637943237005,1.1824826099229777,1.4222245748185836,1.3408322489527662,0.899401329822883,1.1207398067045091,0.6637225152540651,1.3362774847459349,0.8760989749414253,0.5316866615273609,0.9415274329384621,1.5049911400461191,0.7856591451765764,1.2991693170230019
M1LXZ4,1.0157524210119246,0.984247578988075,0.9608595721323165,0.9642345875718794,1.3081226911681156,1.2639236907213396,1.112988218281788,0.9738701523140044,1.060537442782753,0.9394625572172467,0.9462131520322866,0.8526991599251693,1.2556318459041953,1.271843286331384,0.9468116706997393,0.8557489204789893
M1LY18,1.201277294729523,0.7987227052704771,1.110585406130012,0.9114774933371285,1.0397336240373767,1.015896617513825,0.9215732315875382,1.0209281349003299,0.9771483230127264,1.0228516769872735,0.9445081470408432,0.7962532728741957,1.0023297009029042,0.7908031473499635,0.8906385475425838,0.610698099314216
M1LY37,0.8291275028162882,1.1708724971837121,1.0666841660688628,1.0375090631683317,1.0615183423884273,0.8887735743742415,1.2575806316567777,0.7092256028265053,0.8757801167411724,1.1242198832588273,1.117336168452416,5.07148950584724,1.0403229848140687,1.150239815782412,1.2257495579459445,4.459879287260714
M1LY53,1.0043191885900626,0.9956808114099374,1.3535250113524944,1.1352978854267648,1.1497361179506105,0.9541649792993568,1.1277218746427464,0.7476734653660002,1.0308346321545623,0.9691653678454376,1.2411330477659754,1.5720147509848517,1.292677164051782,1.2050488044317842,1.2383946929474905,1.0459008655879567
M1LY69,1.0292227949795671,0.9707772050204333,1.1513865857116803,1.1322748452480713,1.232569408481827,1.312331900471336,1.7542386855261027,1.422174401574574,1.086511458679761,0.9134885413202388,0.945717500843716,0.915036267941724,0.9632603438846682,0.9022513697934853,1.0929558105587565,0.6602261128933886
M1LYA3,1.0677638196581665,0.9322361803418334,1.2481832046888244,1.1293199434772292,0.9377377977427284,0.9615944392868069,1.1780945230035806,1.2449211560633557,0.9853472036196376,1.0146527963803624,1.1355173050437803,1.8583798668992193,1.0867717838787145,1.2882788967600232,1.431912952228192,2.2171239650083425
M1LYB2,0.9714441379053305,1.0285558620946695,1.162268756801008,1.322667755178704,0.9394672143164597,1.2193191001816688,0.7318521891553658,1.690944694122504,0.8762308513627286,1.1237691486372716,1.2499910971424621,2.1982562013547615,0.8653679082616782,0.8756702493912228,0.8725171743232726,1.6693699240676851
M1LYD2,0.8191286303240269,1.180871369675973,1.2850565971507848,1.153841310263625,1.2581265962895471,1.2587150007413634,1.0639387434081695,1.2513181932853248,0.9283996586436424,1.0716003413563577,1.0752923893807724,0.5880523983785757,0.9520048117650162,0.9529387461455598,0.8341058675866491,0.8168224766366817
M1LYE9,0.8627778488257615,1.1372221511742384,1.112192070517495,1.3079916196008115,1.2593213233873024,1.0730445927160255,1.0712319060262414,1.1930250450011248,0.8388006574926535,1.1611993425073464,1.150983906684635,1.140538297056039,1.3587338063976049,1.321781159826226,1.046360399047091,0.8062327208304808
M1LYF9,0.9379928092509645,1.0620071907490354,0.8744990737741493,0.8048236743044432,1.0694162402282745,1.0181098365565246,0.8618004037191205,0.9427754628791095,0.940659808168154,1.0593401918318461,1.4796646126251638,1.149796989950714,1.0508433268258075,1.1620165276057628,1.2218157957591538,0.798948156426545
M1LYU3,1.0392580673135645,0.9607419326864357,0.7477992989386643,0.6148818126990996,0.6444233623394114,0.8001216170791716,0.5319515546057195,0.604045563825887,1.08960859495294,0.9103914050470603,0.694100470288366,0.5060999870425231,0.8184571926945329,0.8104800827684205,0.5345811091405012,0.47051836963336924
M1LYZ5,1.1501906244799498,0.8498093755200502,1.3463798396591788,1.3556638417254767,1.2036210875954734,1.1732905820264863,1.3032131774969011,1.0292005224898255,0.9941435297338578,1.0058564702661419,1.1657694264089695,1.8633068879528483,1.1502918421103496,1.1748245889169935,1.2949656892287946,2.463459084961262
M1LZ06,1.0298209767514879,0.970179023248512,1.0763393874414213,0.9487486940553927,1.222162310141334,1.1491152410102843,1.0473245553118111,0.9291798222359807,1.0444411049641955,0.9555588950358044,0.9172171238361451,0.8364879977919775,0.9570183953354391,0.8464196102813539,0.8613764636147511,0.5201588976628244
M1LZ65,0.9677004569962915,1.0322995430037085,0.987604105477162,1.1267553439688185,1.2018499741366755,0.9566935353135673,1.009799841167211,1.0423623326281526,0.9431088400581515,1.0568911599418485,1.113360110055855,1.1732262860146883,1.1820166564333991,0.987055700214265,1.0605653416115473,0.9616264400919227
M1LZC3,0.8795187333121546,1.1204812666878454,0.8878675774301996,0.8193152669492612,0.9929366523416124,0.7432932434471877,0.8337716740347104,0.5230278340642898,0.9441616719609257,1.0558383280390746,0.832538313390309,1.5318286015580902,0.9563153114558446,1.2227332309287686,1.2481033026688013,3.904468667784565
M1LZD2,1.0697416133800832,0.9302583866199168,1.1895713190992854,1.0620754254923697,1.1262942082770753,1.1116107907146986,1.2181466837518855,1.3564805510283804,1.0306756265095107,0.9693243734904893,1.0873097269908347,1.292210608388588,1.0387929525517146,1.0668825427653121,1.1221242352273941,0.7952075621828892
M1LZF5,0.9775287945512176,1.0224712054487823,0.934986620657917,1.055309841024741,1.0299980571810299,0.8740922366277302,0.9339228688149412,0.7659031338461152,1.0399568694016224,0.9600431305983776,0.9552476818551389,1.216151603586562,0.9468476431621805,1.1550427836698565,1.0060183768369813,1.3734374782045498
